Healthcenter,Healthcenter Latitude,Healthcenter Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Majestic Care of Avon,39.908074,-86.267211,Extended Stay Hotels,39.909611,-86.267742,Hotel
Majestic Care of Avon,39.908074,-86.267211,I-465 And 86th St,39.910567,-86.269675,Intersection
Majestic Care of Avon,39.908074,-86.267211,InTown Suites,39.910191,-86.264056,Hotel
Majestic Care of Avon,39.908074,-86.267211,Fifth Third Bank & ATM,39.911304,-86.266035,Bank
Majestic Care of Avon,39.908074,-86.267211,Taco Bell,39.910232,-86.262328,Fast Food Restaurant
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Drury Inn & Suites Indianapolis Northeast,39.904306,-86.045466,Hotel
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Starbucks,39.900448,-86.041983,Coffee Shop
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Red Robin Gourmet Burgers and Brews,39.904548,-86.044324,Burger Joint
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Redbox,39.90523,-86.041243,Video Store
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Pizza Hut,39.905689,-86.0392,Pizza Place
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,CVS pharmacy,39.905641,-86.040038,Pharmacy
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Bamboo Cafe,39.9007,-86.042053,American Restaurant
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Bamboo Too,39.900781,-86.042292,Deli / Bodega
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Red Roof Inn Indianapolis - Castleton,39.902864,-86.046598,Hotel
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,heartland cafe,39.901928,-86.044456,Café
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Shadeland Ave & 82nd St,39.905113,-86.043272,Intersection
Community Hospital North Behavioral Health Pav...,39.901604,-86.041512,Dr. Aziz Pharmacy,39.90568,-86.03919,Pharmacy
Charity Church Child Care Center,39.901604,-86.041512,Drury Inn & Suites Indianapolis Northeast,39.904306,-86.045466,Hotel
Charity Church Child Care Center,39.901604,-86.041512,Starbucks,39.900448,-86.041983,Coffee Shop
Charity Church Child Care Center,39.901604,-86.041512,Red Robin Gourmet Burgers and Brews,39.904548,-86.044324,Burger Joint
Charity Church Child Care Center,39.901604,-86.041512,Redbox,39.90523,-86.041243,Video Store
Charity Church Child Care Center,39.901604,-86.041512,Pizza Hut,39.905689,-86.0392,Pizza Place
Charity Church Child Care Center,39.901604,-86.041512,CVS pharmacy,39.905641,-86.040038,Pharmacy
Charity Church Child Care Center,39.901604,-86.041512,Bamboo Cafe,39.9007,-86.042053,American Restaurant
Charity Church Child Care Center,39.901604,-86.041512,Bamboo Too,39.900781,-86.042292,Deli / Bodega
Charity Church Child Care Center,39.901604,-86.041512,Red Roof Inn Indianapolis - Castleton,39.902864,-86.046598,Hotel
Charity Church Child Care Center,39.901604,-86.041512,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
Charity Church Child Care Center,39.901604,-86.041512,heartland cafe,39.901928,-86.044456,Café
Charity Church Child Care Center,39.901604,-86.041512,Shadeland Ave & 82nd St,39.905113,-86.043272,Intersection
Charity Church Child Care Center,39.901604,-86.041512,Dr. Aziz Pharmacy,39.90568,-86.03919,Pharmacy
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Pho 36,39.763056,-86.351887,Vietnamese Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Yats,39.76245,-86.357511,Cajun / Creole Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Starbucks,39.763136,-86.350803,Coffee Shop
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Thai Lanna,39.763107,-86.352359,Thai Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Monical's Pizza,39.762829,-86.35721,Pizza Place
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Bangkok Kitchen Thai,39.762479,-86.357137,Thai Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Panda Express,39.764033,-86.351777,Chinese Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Hobby Lobby,39.765645,-86.352321,Arts & Crafts Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Mei Fitness,39.764191,-86.358964,Gym / Fitness Center
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Chase Bank,39.764038,-86.357252,Bank
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Walmart Pharmacy,39.765278,-86.355366,Pharmacy
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Dollar Tree,39.761552,-86.349582,Discount Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Cheddar's Scratch Kitchen,39.764054,-86.354636,American Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Aldi,39.761157,-86.349927,Grocery Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Smoothie King,39.763084,-86.35002,Smoothie Shop
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Dunkin',39.762911,-86.349042,Donut Shop
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Thai Thai Restaurant,39.762771,-86.357257,Thai Restaurant
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Sidelines Sports Pub,39.762466,-86.356909,Pub
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Auntie Anne's,39.766451,-86.355101,Food Stand
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Waffle House,39.763351,-86.357152,Breakfast Spot
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Subway,39.765847,-86.355376,Sandwich Place
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,At Home,39.766047,-86.35087,Construction & Landscaping
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Walmart Grocery Pickup and Delivery,39.766223,-86.354785,Grocery Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,DICK'S Warehouse Sale,39.766038,-86.351654,Sporting Goods Shop
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Batteries Plus Bulbs,39.763343,-86.351881,Other Repair Shop
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Plato's Closet,39.764221,-86.350014,Thrift / Vintage Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Fix My Cell,39.763159,-86.351119,Electronics Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Redbox,39.766224,-86.354782,Video Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Denny's,39.763279,-86.35038,Breakfast Spot
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Tuesday Morning,39.761391,-86.349258,Discount Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Popeyes Louisiana Kitchen,39.764041,-86.356483,Fried Chicken Joint
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Murphy USA,39.764123,-86.355596,Gas Station
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Room Swap Consignments,39.76317,-86.354678,Furniture / Home Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Walmart Supercenter,39.766126,-86.355011,Big Box Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,"RED WING - AVON, IN (Red Wing)",39.763177,-86.349331,Shoe Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Goodwill Store,39.765864,-86.357074,Thrift / Vintage Store
Emergency Room - Ascension St. Vincent Hospita...,39.762802,-86.354072,Ashley HomeStore,39.76123,-86.348809,Furniture / Home Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Pho 36,39.763056,-86.351887,Vietnamese Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Yats,39.76245,-86.357511,Cajun / Creole Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Starbucks,39.763136,-86.350803,Coffee Shop
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Thai Lanna,39.763107,-86.352359,Thai Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Monical's Pizza,39.762829,-86.35721,Pizza Place
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Bangkok Kitchen Thai,39.762479,-86.357137,Thai Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Panda Express,39.764033,-86.351777,Chinese Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Hobby Lobby,39.765645,-86.352321,Arts & Crafts Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Mei Fitness,39.764191,-86.358964,Gym / Fitness Center
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Chase Bank,39.764038,-86.357252,Bank
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Walmart Pharmacy,39.765278,-86.355366,Pharmacy
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Dollar Tree,39.761552,-86.349582,Discount Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Cheddar's Scratch Kitchen,39.764054,-86.354636,American Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Aldi,39.761157,-86.349927,Grocery Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Smoothie King,39.763084,-86.35002,Smoothie Shop
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Dunkin',39.762911,-86.349042,Donut Shop
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Thai Thai Restaurant,39.762771,-86.357257,Thai Restaurant
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Sidelines Sports Pub,39.762466,-86.356909,Pub
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Auntie Anne's,39.766451,-86.355101,Food Stand
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Waffle House,39.763351,-86.357152,Breakfast Spot
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Subway,39.765847,-86.355376,Sandwich Place
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,At Home,39.766047,-86.35087,Construction & Landscaping
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Walmart Grocery Pickup and Delivery,39.766223,-86.354785,Grocery Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,DICK'S Warehouse Sale,39.766038,-86.351654,Sporting Goods Shop
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Batteries Plus Bulbs,39.763343,-86.351881,Other Repair Shop
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Plato's Closet,39.764221,-86.350014,Thrift / Vintage Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Fix My Cell,39.763159,-86.351119,Electronics Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Redbox,39.766224,-86.354782,Video Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Denny's,39.763279,-86.35038,Breakfast Spot
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Tuesday Morning,39.761391,-86.349258,Discount Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Popeyes Louisiana Kitchen,39.764041,-86.356483,Fried Chicken Joint
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Murphy USA,39.764123,-86.355596,Gas Station
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Room Swap Consignments,39.76317,-86.354678,Furniture / Home Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Walmart Supercenter,39.766126,-86.355011,Big Box Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,"RED WING - AVON, IN (Red Wing)",39.763177,-86.349331,Shoe Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Goodwill Store,39.765864,-86.357074,Thrift / Vintage Store
Riley Physicians Pediatrics - Pediatric Care C...,39.762802,-86.354072,Ashley HomeStore,39.76123,-86.348809,Furniture / Home Store
Options Behavioral Health Hospital,39.855795,-86.043798,E 56th St & Caito Dr / Shadeland Way,39.855013,-86.041693,Intersection
Options Behavioral Health Hospital,39.855795,-86.043798,Lawrence Central Baseball Field,39.857482,-86.041605,Baseball Field
Options Behavioral Health Hospital,39.855795,-86.043798,I-465 & E 56th St,39.855012,-86.046966,Intersection
Options Behavioral Health Hospital,39.855795,-86.043798,Lawrence Central High School,39.856517,-86.039653,High School
"Dena's Day Care Center, INC",39.855795,-86.043798,E 56th St & Caito Dr / Shadeland Way,39.855013,-86.041693,Intersection
"Dena's Day Care Center, INC",39.855795,-86.043798,Lawrence Central Baseball Field,39.857482,-86.041605,Baseball Field
"Dena's Day Care Center, INC",39.855795,-86.043798,I-465 & E 56th St,39.855012,-86.046966,Intersection
"Dena's Day Care Center, INC",39.855795,-86.043798,Lawrence Central High School,39.856517,-86.039653,High School
