Healthcenter,Healthcenter Latitude,Healthcenter Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Hospital,39.789013,-86.072032,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Hospital,39.789013,-86.072032,Java City,39.78774,-86.075214,Café
Hospital,39.789013,-86.072032,CHE Cafe,39.787533,-86.075716,Café
Hospital,39.789013,-86.072032,Jasmine Gift Shop,39.786585,-86.075015,Gift Shop
Hospital,39.789013,-86.072032,Eastside RX Shoppe,39.78866,-86.077326,Pharmacy
Care Center at the Tower,39.789013,-86.072032,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Care Center at the Tower,39.789013,-86.072032,Java City,39.78774,-86.075214,Café
Care Center at the Tower,39.789013,-86.072032,CHE Cafe,39.787533,-86.075716,Café
Care Center at the Tower,39.789013,-86.072032,Jasmine Gift Shop,39.786585,-86.075015,Gift Shop
Care Center at the Tower,39.789013,-86.072032,Eastside RX Shoppe,39.78866,-86.077326,Pharmacy
IU Health Sleep Disorders Center - Indianapoli...,39.789013,-86.072032,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
IU Health Sleep Disorders Center - Indianapoli...,39.789013,-86.072032,Java City,39.78774,-86.075214,Café
IU Health Sleep Disorders Center - Indianapoli...,39.789013,-86.072032,CHE Cafe,39.787533,-86.075716,Café
IU Health Sleep Disorders Center - Indianapoli...,39.789013,-86.072032,Jasmine Gift Shop,39.786585,-86.075015,Gift Shop
IU Health Sleep Disorders Center - Indianapoli...,39.789013,-86.072032,Eastside RX Shoppe,39.78866,-86.077326,Pharmacy
University hospital west,39.77141,-86.174826,IUPUI: The IU Natatorium (The Nat) (PE),39.770722,-86.175011,Gym Pool
University hospital west,39.77141,-86.174826,NIFS—National Institute for Fitness and Sport,39.769113,-86.174091,Gym
University hospital west,39.77141,-86.174826,IndyEleven @ Carroll Stadium,39.770836,-86.177518,Soccer Stadium
University hospital west,39.77141,-86.174826,IUPUI: Michael A Carroll Track & Soccer Stadiu...,39.771456,-86.17799,College Soccer Field
University hospital west,39.77141,-86.174826,Caribou Coffee,39.7739,-86.176307,Coffee Shop
University hospital west,39.77141,-86.174826,White River Promenade,39.767541,-86.174519,Trail
University hospital west,39.77141,-86.174826,Oceans Building,39.767472,-86.176762,Zoo Exhibit
University hospital west,39.77141,-86.174826,White River Wapahani Trail,39.768458,-86.173629,Trail
University hospital west,39.77141,-86.174826,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
University hospital west,39.77141,-86.174826,NCAA Hall of Champions,39.768058,-86.171358,Museum
University hospital west,39.77141,-86.174826,Starbucks,39.77396,-86.176053,Coffee Shop
University hospital west,39.77141,-86.174826,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
University hospital west,39.77141,-86.174826,Spotz Grille,39.773542,-86.176221,American Restaurant
University hospital west,39.77141,-86.174826,Bistro @ University Place,39.775276,-86.174789,Restaurant
University hospital west,39.77141,-86.174826,Nite Ride,39.77188,-86.1801,Athletics & Sports
University hospital west,39.77141,-86.174826,Shark Exhibit,39.767439,-86.176762,Zoo Exhibit
University hospital west,39.77141,-86.174826,Polar Bear Exhibit,39.76769,-86.177567,Park
University hospital west,39.77141,-86.174826,Walrus Viewing,39.76762,-86.177905,Zoo Exhibit
Care Center,39.77141,-86.174826,IUPUI: The IU Natatorium (The Nat) (PE),39.770722,-86.175011,Gym Pool
Care Center,39.77141,-86.174826,NIFS—National Institute for Fitness and Sport,39.769113,-86.174091,Gym
Care Center,39.77141,-86.174826,IndyEleven @ Carroll Stadium,39.770836,-86.177518,Soccer Stadium
Care Center,39.77141,-86.174826,IUPUI: Michael A Carroll Track & Soccer Stadiu...,39.771456,-86.17799,College Soccer Field
Care Center,39.77141,-86.174826,Caribou Coffee,39.7739,-86.176307,Coffee Shop
Care Center,39.77141,-86.174826,White River Promenade,39.767541,-86.174519,Trail
Care Center,39.77141,-86.174826,Oceans Building,39.767472,-86.176762,Zoo Exhibit
Care Center,39.77141,-86.174826,White River Wapahani Trail,39.768458,-86.173629,Trail
Care Center,39.77141,-86.174826,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
Care Center,39.77141,-86.174826,NCAA Hall of Champions,39.768058,-86.171358,Museum
Care Center,39.77141,-86.174826,Starbucks,39.77396,-86.176053,Coffee Shop
Care Center,39.77141,-86.174826,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
Care Center,39.77141,-86.174826,Spotz Grille,39.773542,-86.176221,American Restaurant
Care Center,39.77141,-86.174826,Bistro @ University Place,39.775276,-86.174789,Restaurant
Care Center,39.77141,-86.174826,Nite Ride,39.77188,-86.1801,Athletics & Sports
Care Center,39.77141,-86.174826,Shark Exhibit,39.767439,-86.176762,Zoo Exhibit
Care Center,39.77141,-86.174826,Polar Bear Exhibit,39.76769,-86.177567,Park
Care Center,39.77141,-86.174826,Walrus Viewing,39.76762,-86.177905,Zoo Exhibit
Sleep/Wake Disorders Center - North,39.77141,-86.174826,IUPUI: The IU Natatorium (The Nat) (PE),39.770722,-86.175011,Gym Pool
Sleep/Wake Disorders Center - North,39.77141,-86.174826,NIFS—National Institute for Fitness and Sport,39.769113,-86.174091,Gym
Sleep/Wake Disorders Center - North,39.77141,-86.174826,IndyEleven @ Carroll Stadium,39.770836,-86.177518,Soccer Stadium
Sleep/Wake Disorders Center - North,39.77141,-86.174826,IUPUI: Michael A Carroll Track & Soccer Stadiu...,39.771456,-86.17799,College Soccer Field
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Caribou Coffee,39.7739,-86.176307,Coffee Shop
Sleep/Wake Disorders Center - North,39.77141,-86.174826,White River Promenade,39.767541,-86.174519,Trail
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Oceans Building,39.767472,-86.176762,Zoo Exhibit
Sleep/Wake Disorders Center - North,39.77141,-86.174826,White River Wapahani Trail,39.768458,-86.173629,Trail
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
Sleep/Wake Disorders Center - North,39.77141,-86.174826,NCAA Hall of Champions,39.768058,-86.171358,Museum
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Starbucks,39.77396,-86.176053,Coffee Shop
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Spotz Grille,39.773542,-86.176221,American Restaurant
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Bistro @ University Place,39.775276,-86.174789,Restaurant
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Nite Ride,39.77188,-86.1801,Athletics & Sports
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Shark Exhibit,39.767439,-86.176762,Zoo Exhibit
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Polar Bear Exhibit,39.76769,-86.177567,Park
Sleep/Wake Disorders Center - North,39.77141,-86.174826,Walrus Viewing,39.76762,-86.177905,Zoo Exhibit
Eskenazi Hospital,39.777994,-86.183982,Starbucks,39.777231,-86.184376,Coffee Shop
Eskenazi Hospital,39.777994,-86.183982,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
Eskenazi Hospital,39.777994,-86.183982,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Eskenazi Hospital,39.777994,-86.183982,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
Eskenazi Hospital,39.777994,-86.183982,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
Eskenazi Hospital,39.777994,-86.183982,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Castleton Health Care Center,39.777994,-86.183982,Starbucks,39.777231,-86.184376,Coffee Shop
Castleton Health Care Center,39.777994,-86.183982,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
Castleton Health Care Center,39.777994,-86.183982,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Castleton Health Care Center,39.777994,-86.183982,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
Castleton Health Care Center,39.777994,-86.183982,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
Castleton Health Care Center,39.777994,-86.183982,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Sleep/Wake Disorders Center - East,39.777994,-86.183982,Starbucks,39.777231,-86.184376,Coffee Shop
Sleep/Wake Disorders Center - East,39.777994,-86.183982,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
Sleep/Wake Disorders Center - East,39.777994,-86.183982,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Sleep/Wake Disorders Center - East,39.777994,-86.183982,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
Sleep/Wake Disorders Center - East,39.777994,-86.183982,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
Sleep/Wake Disorders Center - East,39.777994,-86.183982,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Methodist Hospital,39.790431,-86.163163,Au Bon Pain,39.79023,-86.163037,Bakery
Methodist Hospital,39.790431,-86.163163,Starbucks,39.786711,-86.161558,Coffee Shop
Methodist Hospital,39.790431,-86.163163,Uniform House,39.792634,-86.161275,Clothing Store
Methodist Hospital,39.790431,-86.163163,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
Methodist Hospital,39.790431,-86.163163,Hardee's,39.788684,-86.160528,Fast Food Restaurant
Methodist Hospital,39.790431,-86.163163,Circle K,39.788055,-86.159103,Convenience Store
Methodist Hospital,39.790431,-86.163163,White Castle,39.788821,-86.159689,Fast Food Restaurant
Methodist Hospital,39.790431,-86.163163,Chase Bank,39.788647,-86.158335,Bank
Methodist Hospital,39.790431,-86.163163,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
Methodist Hospital,39.790431,-86.163163,Scout's Treat,39.789479,-86.158099,Food Truck
Plainfield Health Care Center,39.790431,-86.163163,Au Bon Pain,39.79023,-86.163037,Bakery
Plainfield Health Care Center,39.790431,-86.163163,Starbucks,39.786711,-86.161558,Coffee Shop
Plainfield Health Care Center,39.790431,-86.163163,Uniform House,39.792634,-86.161275,Clothing Store
Plainfield Health Care Center,39.790431,-86.163163,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
Plainfield Health Care Center,39.790431,-86.163163,Hardee's,39.788684,-86.160528,Fast Food Restaurant
Plainfield Health Care Center,39.790431,-86.163163,Circle K,39.788055,-86.159103,Convenience Store
Plainfield Health Care Center,39.790431,-86.163163,White Castle,39.788821,-86.159689,Fast Food Restaurant
Plainfield Health Care Center,39.790431,-86.163163,Chase Bank,39.788647,-86.158335,Bank
Plainfield Health Care Center,39.790431,-86.163163,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
Plainfield Health Care Center,39.790431,-86.163163,Scout's Treat,39.789479,-86.158099,Food Truck
American Sleep Medicine,39.790431,-86.163163,Au Bon Pain,39.79023,-86.163037,Bakery
American Sleep Medicine,39.790431,-86.163163,Starbucks,39.786711,-86.161558,Coffee Shop
American Sleep Medicine,39.790431,-86.163163,Uniform House,39.792634,-86.161275,Clothing Store
American Sleep Medicine,39.790431,-86.163163,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
American Sleep Medicine,39.790431,-86.163163,Hardee's,39.788684,-86.160528,Fast Food Restaurant
American Sleep Medicine,39.790431,-86.163163,Circle K,39.788055,-86.159103,Convenience Store
American Sleep Medicine,39.790431,-86.163163,White Castle,39.788821,-86.159689,Fast Food Restaurant
American Sleep Medicine,39.790431,-86.163163,Chase Bank,39.788647,-86.158335,Bank
American Sleep Medicine,39.790431,-86.163163,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
American Sleep Medicine,39.790431,-86.163163,Scout's Treat,39.789479,-86.158099,Food Truck
IU Health University Hospital,39.776009,-86.176958,Caribou Coffee,39.7739,-86.176307,Coffee Shop
IU Health University Hospital,39.776009,-86.176958,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
IU Health University Hospital,39.776009,-86.176958,Starbucks,39.77396,-86.176053,Coffee Shop
IU Health University Hospital,39.776009,-86.176958,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
IU Health University Hospital,39.776009,-86.176958,SUBWAY,39.779645,-86.177498,Sandwich Place
IU Health University Hospital,39.776009,-86.176958,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
IU Health University Hospital,39.776009,-86.176958,Bistro @ University Place,39.775276,-86.174789,Restaurant
IU Health University Hospital,39.776009,-86.176958,Gift Shop-Riley Hospital for Children,39.77721,-86.179428,Gift Shop
IU Health University Hospital,39.776009,-86.176958,"The Patio, Riley Hospital for Children",39.776489,-86.180025,American Restaurant
IU Health University Hospital,39.776009,-86.176958,Spotz Grille,39.773542,-86.176221,American Restaurant
IU Health University Hospital,39.776009,-86.176958,red wagon cafe,39.77804,-86.179922,Café
IU Health University Hospital,39.776009,-86.176958,IUPUI Campus Shuttle: Brown Line,39.780018,-86.179117,Bus Line
IU Health University Hospital,39.776009,-86.176958,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Women’s Care Center,39.776009,-86.176958,Caribou Coffee,39.7739,-86.176307,Coffee Shop
Women’s Care Center,39.776009,-86.176958,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
Women’s Care Center,39.776009,-86.176958,Starbucks,39.77396,-86.176053,Coffee Shop
Women’s Care Center,39.776009,-86.176958,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
Women’s Care Center,39.776009,-86.176958,SUBWAY,39.779645,-86.177498,Sandwich Place
Women’s Care Center,39.776009,-86.176958,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
Women’s Care Center,39.776009,-86.176958,Bistro @ University Place,39.775276,-86.174789,Restaurant
Women’s Care Center,39.776009,-86.176958,Gift Shop-Riley Hospital for Children,39.77721,-86.179428,Gift Shop
Women’s Care Center,39.776009,-86.176958,"The Patio, Riley Hospital for Children",39.776489,-86.180025,American Restaurant
Women’s Care Center,39.776009,-86.176958,Spotz Grille,39.773542,-86.176221,American Restaurant
Women’s Care Center,39.776009,-86.176958,red wagon cafe,39.77804,-86.179922,Café
Women’s Care Center,39.776009,-86.176958,IUPUI Campus Shuttle: Brown Line,39.780018,-86.179117,Bus Line
Women’s Care Center,39.776009,-86.176958,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Caribou Coffee,39.7739,-86.176307,Coffee Shop
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Starbucks,39.77396,-86.176053,Coffee Shop
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,SUBWAY,39.779645,-86.177498,Sandwich Place
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Bistro @ University Place,39.775276,-86.174789,Restaurant
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Gift Shop-Riley Hospital for Children,39.77721,-86.179428,Gift Shop
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,"The Patio, Riley Hospital for Children",39.776489,-86.180025,American Restaurant
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Spotz Grille,39.773542,-86.176221,American Restaurant
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,red wagon cafe,39.77804,-86.179922,Café
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,IUPUI Campus Shuttle: Brown Line,39.780018,-86.179117,Bus Line
Riley Sleep Medicine - Riley Outpatient Center,39.776009,-86.176958,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Kindred Hospital Indianapolis,39.781627,-86.191545,Park Place at City Centre,39.782916,-86.1911,Hotel
Kindred Hospital Indianapolis,39.781627,-86.191545,Fitness Room - Park Place,39.78299,-86.190849,Gym
Kindred Hospital Indianapolis,39.781627,-86.191545,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
Shadeland Family Care Center,39.781627,-86.191545,Park Place at City Centre,39.782916,-86.1911,Hotel
Shadeland Family Care Center,39.781627,-86.191545,Fitness Room - Park Place,39.78299,-86.190849,Gym
Shadeland Family Care Center,39.781627,-86.191545,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
IU Health Sleep Apnea Education Center - India...,39.781627,-86.191545,Park Place at City Centre,39.782916,-86.1911,Hotel
IU Health Sleep Apnea Education Center - India...,39.781627,-86.191545,Fitness Room - Park Place,39.78299,-86.190849,Gym
IU Health Sleep Apnea Education Center - India...,39.781627,-86.191545,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
IU Health Methodist Hospital,39.790341,-86.163356,Au Bon Pain,39.79023,-86.163037,Bakery
IU Health Methodist Hospital,39.790341,-86.163356,Starbucks,39.786711,-86.161558,Coffee Shop
IU Health Methodist Hospital,39.790341,-86.163356,Uniform House,39.792634,-86.161275,Clothing Store
IU Health Methodist Hospital,39.790341,-86.163356,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
IU Health Methodist Hospital,39.790341,-86.163356,Hardee's,39.788684,-86.160528,Fast Food Restaurant
IU Health Methodist Hospital,39.790341,-86.163356,Circle K,39.788055,-86.159103,Convenience Store
IU Health Methodist Hospital,39.790341,-86.163356,White Castle,39.788821,-86.159689,Fast Food Restaurant
IU Health Methodist Hospital,39.790341,-86.163356,Chase Bank,39.788647,-86.158335,Bank
IU Health Methodist Hospital,39.790341,-86.163356,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
IU Health Methodist Hospital,39.790341,-86.163356,Scout's Treat,39.789479,-86.158099,Food Truck
Brownsburg Health Care Center,39.790341,-86.163356,Au Bon Pain,39.79023,-86.163037,Bakery
Brownsburg Health Care Center,39.790341,-86.163356,Starbucks,39.786711,-86.161558,Coffee Shop
Brownsburg Health Care Center,39.790341,-86.163356,Uniform House,39.792634,-86.161275,Clothing Store
Brownsburg Health Care Center,39.790341,-86.163356,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
Brownsburg Health Care Center,39.790341,-86.163356,Hardee's,39.788684,-86.160528,Fast Food Restaurant
Brownsburg Health Care Center,39.790341,-86.163356,Circle K,39.788055,-86.159103,Convenience Store
Brownsburg Health Care Center,39.790341,-86.163356,White Castle,39.788821,-86.159689,Fast Food Restaurant
Brownsburg Health Care Center,39.790341,-86.163356,Chase Bank,39.788647,-86.158335,Bank
Brownsburg Health Care Center,39.790341,-86.163356,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
Brownsburg Health Care Center,39.790341,-86.163356,Scout's Treat,39.789479,-86.158099,Food Truck
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Au Bon Pain,39.79023,-86.163037,Bakery
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Starbucks,39.786711,-86.161558,Coffee Shop
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Uniform House,39.792634,-86.161275,Clothing Store
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Sonny's Pizza & Deli,39.789974,-86.161717,Pizza Place
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Hardee's,39.788684,-86.160528,Fast Food Restaurant
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Circle K,39.788055,-86.159103,Convenience Store
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,White Castle,39.788821,-86.159689,Fast Food Restaurant
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Chase Bank,39.788647,-86.158335,Bank
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Hong Kong Restaurant,39.787688,-86.159641,Chinese Restaurant
Franciscan Health Sleep Center Carmel,39.790341,-86.163356,Scout's Treat,39.789479,-86.158099,Food Truck
Health & Hospital,39.826433,-86.117133,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
Health & Hospital,39.826433,-86.117133,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
Health & Hospital,39.826433,-86.117133,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
Health & Hospital,39.826433,-86.117133,Dollar General,39.823848,-86.121257,Discount Store
Health & Hospital,39.826433,-86.117133,Save A Lot,39.82602,-86.11196,Grocery Store
Health & Hospital,39.826433,-86.117133,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
Health & Hospital,39.826433,-86.117133,KFC,39.825008,-86.119237,Fried Chicken Joint
Health & Hospital,39.826433,-86.117133,Cash America Pawn,39.825631,-86.120557,Pawn Shop
Health & Hospital,39.826433,-86.117133,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
Health & Hospital,39.826433,-86.117133,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
Shalom Health Care Center,39.826433,-86.117133,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
Shalom Health Care Center,39.826433,-86.117133,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
Shalom Health Care Center,39.826433,-86.117133,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
Shalom Health Care Center,39.826433,-86.117133,Dollar General,39.823848,-86.121257,Discount Store
Shalom Health Care Center,39.826433,-86.117133,Save A Lot,39.82602,-86.11196,Grocery Store
Shalom Health Care Center,39.826433,-86.117133,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
Shalom Health Care Center,39.826433,-86.117133,KFC,39.825008,-86.119237,Fried Chicken Joint
Shalom Health Care Center,39.826433,-86.117133,Cash America Pawn,39.825631,-86.120557,Pawn Shop
Shalom Health Care Center,39.826433,-86.117133,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
Shalom Health Care Center,39.826433,-86.117133,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Dollar General,39.823848,-86.121257,Discount Store
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Save A Lot,39.82602,-86.11196,Grocery Store
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
ARORA Specialty Sleep Clinic,39.826433,-86.117133,KFC,39.825008,-86.119237,Fried Chicken Joint
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Cash America Pawn,39.825631,-86.120557,Pawn Shop
ARORA Specialty Sleep Clinic,39.826433,-86.117133,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
ARORA Specialty Sleep Clinic,39.826433,-86.117133,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
Ascension St. Vincent Hospital - Indianapolis,39.907279,-86.197034,Subway in the POB,39.908787,-86.194303,Sandwich Place
Ascension St. Vincent Hospital - Indianapolis,39.907279,-86.197034,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
Ascension St. Vincent Hospital - Indianapolis,39.907279,-86.197034,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
Ascension St. Vincent Hospital - Indianapolis,39.907279,-86.197034,St. Vincent Generations Cafe,39.904055,-86.201037,Café
Rural Health Care Center,39.907279,-86.197034,Subway in the POB,39.908787,-86.194303,Sandwich Place
Rural Health Care Center,39.907279,-86.197034,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
Rural Health Care Center,39.907279,-86.197034,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
Rural Health Care Center,39.907279,-86.197034,St. Vincent Generations Cafe,39.904055,-86.201037,Café
IU Health Sleep Disorders Center - IU Health N...,39.907279,-86.197034,Subway in the POB,39.908787,-86.194303,Sandwich Place
IU Health Sleep Disorders Center - IU Health N...,39.907279,-86.197034,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
IU Health Sleep Disorders Center - IU Health N...,39.907279,-86.197034,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
IU Health Sleep Disorders Center - IU Health N...,39.907279,-86.197034,St. Vincent Generations Cafe,39.904055,-86.201037,Café
Community Hospital,39.787117,-86.075248,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Community Hospital,39.787117,-86.075248,Java City,39.78774,-86.075214,Café
Community Hospital,39.787117,-86.075248,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
Shalom Health Care Center,39.787117,-86.075248,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Shalom Health Care Center,39.787117,-86.075248,Java City,39.78774,-86.075214,Café
Shalom Health Care Center,39.787117,-86.075248,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
IU Health Sleep Disorders Center - Meridian Cr...,39.787117,-86.075248,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
IU Health Sleep Disorders Center - Meridian Cr...,39.787117,-86.075248,Java City,39.78774,-86.075214,Café
IU Health Sleep Disorders Center - Meridian Cr...,39.787117,-86.075248,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,Starbucks,39.777231,-86.184376,Coffee Shop
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
Sidney & Lois Eskenazi Hospital,39.77752,-86.184286,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,Starbucks,39.777231,-86.184376,Coffee Shop
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
Eskenazi Health Center Primary Care - Adult Me...,39.77752,-86.184286,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
St. Vincent Sleep Disorders Center,39.77752,-86.184286,Starbucks,39.777231,-86.184376,Coffee Shop
St. Vincent Sleep Disorders Center,39.77752,-86.184286,Ronald McDonald House of Indiana,39.77449,-86.183021,Hostel
